target_harmonized,modality,quadrant,clinical_performance_Y,clinical_label,clinical_decisive_n,clinical_confidence,n_trials,epitope_crowding_X,x_status,fto_l1_epitope,fto_l2_format,fto_l3_use,fto_l1_lock_count,patents_grounded,ip_modalities,key_patent,blocking_assignee,x_resolved,y_resolved
CLDN18.2|HER2|PD-1|PD-L1,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CLDN18.2|HER2|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CLDN18.2|HER2|PD-L1,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CLDN18.2|HER3|HER2|TISSUE FACTOR,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CLDN18.2|MUC1|MESOTHELIN,CAR-T,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CLDN18.2|NKG2D,CAR-T,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CLDN18.2|PD-1,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CLDN18.2|PD-1,CAR-T,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CLDN18.2|PD-1|TCR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CLDN18.2|PD-L1,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
CLDN18.2|PD-L1,CAR-T,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
CLDN18.2|PD-L1,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
CLDN18.2|TCR,CAR-T,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CLDN18.2|TROP-2,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CLDN6,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,False
CLDN6,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,False
CLDN6-ERIBULIN,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CLDN6-MMAE,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CLDN6-TOP1I,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CLUSTERIN,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,False
CRBN,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,MAB,,,False,False
CRBN|GD2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|AR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|CD19,CAR-T,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|CD20,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|CD40,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|EGFR,CAR-T,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|EGFR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|EGFR|KRAS|PD-1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|EGFR|PD-1,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|EGFR|PD-1,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|EGFR|PD-1|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|EGFR|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|ER|HER2,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|EZH2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|EZH2|PD-1|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|FGFR|PD-1,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|FGFR|PD-1|PD-L1|VEGF,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|GD2|MUC1|PD-1|PD-L1,CAR-T,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|GP100,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|GPC3|TIGIT,CAR-T,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|HER2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|HER2,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|HER2|PD-1,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|HER2|PD-1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|HER2|PD-1|PD-L1,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|HIF,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|KRAS,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|KRAS|PD-1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|KRAS|PD-1,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|LAG-3,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|LAG-3|PD-1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,9,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|LAG-3|PD-1|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|MAGE,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|MESOTHELIN,CAR-T,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|MESOTHELIN|PD-1,CAR-T,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|MET|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|MUC1,CAR-T,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-1,CAR-T,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
CTLA-4|PD-1,MAB,UNRESOLVED,0.0,FAILED / CONTESTED (late),60,1.0,274,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,True
CTLA-4|PD-1,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,21,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
CTLA-4|PD-1|ALK,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-1|ALK|EGFR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-1|AR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-1|AR|HER2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-1|AXL,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-1|CD19,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-1|HER2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-1|HIF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-1|KRAS,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-1|LAG-3,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-1|MESOTHELIN,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-1|MESOTHELIN|TCR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-1|PD-L1,OUT_OF_SCOPE,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-1|PD-L1|VEGF,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-1|PD-L1|VEGF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-1|TCR|VEGF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-1|TROP-2,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-1|VEGF,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,5,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-1|VEGF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,4,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-1|VEGF,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-L1|5T4|MAGE|MUC1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-L1|ALK|BCL-2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-L1|ALK|EGFR,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-L1|AR|MET,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-L1|AXL|PD-1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-L1|CD19,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-L1|CD25,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-L1|HER2,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-L1|HER2|KRAS,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-L1|KRAS|PD-1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-L1|VEGF,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|PD-L1|VEGF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
CTLA-4|TIM-3,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
DECTIN-1,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
DLL3,CAR-T,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,9,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|BISPECIFIC|MAB,,,False,False
DLL3,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|BISPECIFIC|MAB,,,False,False
DLL3,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|BISPECIFIC|MAB,,,False,False
DLL3-TOP1I,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC,,,False,False
DLL3|CD47,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
DLL3|GD2,CAR-T,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
DLL3|PD-1|PD-L1,BITE,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
DLL3|PD-L1,CAR-T,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR,ANTISENSE,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|BISPECIFIC|MAB,,,False,False
EGFR,OUT_OF_SCOPE,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,7,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|BISPECIFIC|MAB,,,False,False
EGFR,UNCLASSIFIED,UNRESOLVED,0.0,FAILED / CONTESTED (late),31,1.0,177,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC|BISPECIFIC|MAB,,,False,True
EGFR-DM1,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,ADC,,,False,False
EGFR-DXD,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR-KL610023,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,6,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR-TOP1I,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,7,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR|ANG2|PD-1|SIRP-ALPHA|VEGF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR|AXL,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR|B7-H3-TOP1I,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR|B7-H3|PD-L1-TOP1I,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR|CD137,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
EGFR|CD137|CD16|CD25,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR|CD16,BISPECIFIC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
EGFR|CD47|KRAS|SIRP-ALPHA,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR|CEA,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR|CEA|KRAS,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR|CEA|MUC16,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR|CTLA-4|KRAS|PD-1|VEGF,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR|CTLA-4|PD-1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR|ER,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR|FAP,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR|FGFR,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,5,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR|FOLR1,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR|HER2|KRAS,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR|HER2|MESOTHELIN,CAR-T,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR|HER2|PD-1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR|HER2|PD-1|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR|HER2|PD-L1,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR|HER2|VEGF,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR|HER3-ED04,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,4,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR|HER3-EXATECAN,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR|HER3|HER2,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,2,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR|HER3|KRAS,ADC,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR|IGF-1R,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,5,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
EGFR|IGF-1R,UNCLASSIFIED,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,BISPECIFIC,,,False,False
EGFR|KRAS|MET,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,3,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
EGFR|KRAS|MUC16,MAB,UNRESOLVED,,ABSTAIN - no decisive readout,0,0.0,1,,UNRESOLVED_no_grounded_patents,0.0,0.0,0.0,0,0,,,,False,False
